sbj_num,muni,pais,sexo,nse,edad,rango_edad,rotacion1,index1,producto1,p1,p2,p3,p3_1,p3_2,p4,p5,p5_1,p5_2,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9_1,p9_2,p9_3,p9_4,p9_5,p10,p11,p12,p12_1,p12_2,p13,p14,p14_1,p14_2,p15,p16,p17,p17_1,p17_2,lik_por,nivel_por,nivel_por_1,nivel_por_2,lik_tex,nivel_tex,nivel_tex_1,nivel_tex_2,p18,preferencia
181072715,4,2,2,2,15,2,2,PRODUCTO1,2,6,7,1,2,NA,8,3,NA,1,8,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,182
181072715,4,2,2,2,15,2,2,PRODUCTO2,1,7,8,2,NA,NA,7,2,NA,NA,9,9,111,51,275,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,9,2,NA,NA,7,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,182
181069034,4,2,1,2,27,3,2,PRODUCTO1,2,5,8,1,1,NA,9,3,NA,1,9,9,51,111,10,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,1,2,NA,8,5,3,NA,1,8,1,2,NA,8,3,NA,1,5,182
181069034,4,2,1,2,27,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,1,2,NA,9,9,111,51,113,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,3,NA,1,9,2,NA,NA,9,2,NA,NA,5,182
180968691,4,2,2,3,38,3,2,PRODUCTO1,2,6,7,1,2,NA,9,2,NA,NA,8,8,51,277,283,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180968691,4,2,2,3,38,3,2,PRODUCTO2,1,6,8,2,NA,NA,8,1,2,NA,9,9,111,302,115,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181121716,4,2,1,2,39,3,1,PRODUCTO1,1,7,8,2,NA,NA,9,2,NA,NA,8,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181121716,4,2,1,2,39,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181125969,4,2,2,2,25,2,2,PRODUCTO1,2,7,9,2,NA,NA,8,2,NA,NA,8,8,51,111,275,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,8,2,NA,NA,7,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181125969,4,2,2,2,25,2,2,PRODUCTO2,1,6,7,1,1,NA,7,1,2,NA,8,8,111,201,275,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181061697,4,2,2,2,36,3,1,PRODUCTO1,1,6,8,2,NA,NA,7,2,NA,NA,9,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,7,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,5,781
181061697,4,2,2,2,36,3,1,PRODUCTO2,2,7,9,2,NA,NA,7,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,4,781
181065569,4,2,1,2,22,2,2,PRODUCTO1,2,6,7,2,NA,NA,7,2,NA,NA,7,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181065569,4,2,1,2,22,2,2,PRODUCTO2,1,6,7,2,NA,NA,8,2,NA,NA,8,7,111,88,51,NA,NA,0,NA,NA,NA,NA,4,7,1,2,NA,7,1,2,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,781
181014952,17,2,2,3,30,3,1,PRODUCTO1,1,6,8,2,NA,NA,8,2,NA,NA,9,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181014952,17,2,2,3,30,3,1,PRODUCTO2,2,6,8,2,NA,NA,8,2,NA,NA,8,8,111,59,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
180971953,4,2,1,3,15,2,2,PRODUCTO1,2,4,7,2,NA,NA,8,2,NA,NA,8,9,51,111,53,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180971953,4,2,1,3,15,2,2,PRODUCTO2,1,5,7,1,2,NA,7,1,2,NA,7,7,111,51,NA,NA,NA,0,NA,NA,NA,NA,7,6,1,2,NA,7,1,2,NA,7,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,4,781
180971581,4,2,2,3,40,3,1,PRODUCTO1,1,6,9,2,NA,NA,9,2,NA,NA,9,8,51,113,288,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180971581,4,2,2,3,40,3,1,PRODUCTO2,2,6,7,1,2,NA,7,3,NA,1,7,7,111,276,51,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181032090,17,2,1,3,16,2,1,PRODUCTO1,1,7,9,2,NA,NA,7,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,7,2,NA,NA,9,2,NA,NA,5,781
181032090,17,2,1,3,16,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180976315,4,2,1,3,20,2,2,PRODUCTO1,2,5,7,3,NA,1,7,1,2,NA,7,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,6,6,3,NA,1,7,3,NA,1,6,4,1,2,NA,7,1,2,NA,6,1,2,NA,4,182
180976315,4,2,1,3,20,2,2,PRODUCTO2,1,7,7,1,2,NA,7,1,2,NA,6,7,111,275,NA,NA,NA,0,NA,NA,NA,NA,7,6,3,NA,1,7,3,NA,1,7,4,3,NA,1,6,1,2,NA,7,1,2,NA,4,182
181032382,4,2,2,2,30,3,2,PRODUCTO1,2,7,8,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
181032382,4,2,2,2,30,3,2,PRODUCTO2,1,6,5,1,1,NA,8,2,NA,NA,8,8,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,1,2,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181036101,17,2,1,2,21,2,2,PRODUCTO1,2,6,7,2,NA,NA,7,2,NA,NA,8,8,51,276,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181036101,17,2,1,2,21,2,2,PRODUCTO2,1,5,7,2,NA,NA,6,1,2,NA,7,7,111,51,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181025756,4,2,2,3,19,2,1,PRODUCTO1,1,6,9,1,2,NA,9,2,NA,NA,8,9,51,111,86,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,1,2,NA,8,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181025756,4,2,2,3,19,2,1,PRODUCTO2,2,7,8,1,2,NA,9,3,NA,1,9,9,275,51,56,111,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,1,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180945499,4,2,2,3,39,3,1,PRODUCTO1,1,6,9,2,NA,NA,9,3,NA,2,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,3,NA,2,9,2,NA,NA,9,2,NA,NA,5,781
180945499,4,2,2,3,39,3,1,PRODUCTO2,2,7,9,2,NA,NA,7,3,NA,2,9,9,275,51,111,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,8,5,3,NA,2,9,3,NA,2,8,2,NA,NA,5,781
181113996,4,2,1,2,40,3,1,PRODUCTO1,1,7,8,2,NA,NA,8,2,NA,NA,8,8,51,111,86,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
181113996,4,2,1,2,40,3,1,PRODUCTO2,2,6,8,2,NA,NA,8,2,NA,NA,8,8,303,111,59,87,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,3,NA,1,8,5,2,NA,NA,8,2,NA,NA,8,3,NA,1,5,781
181115384,4,2,1,2,40,3,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,88,201,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,3,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181115384,4,2,1,2,40,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,303,117,50,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,2,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181016368,17,2,2,3,32,3,2,PRODUCTO1,2,6,9,2,NA,NA,9,2,NA,NA,9,9,51,202,10,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,7,2,NA,NA,5,781
181016368,17,2,2,3,32,3,2,PRODUCTO2,1,7,6,3,NA,1,7,2,NA,NA,8,9,53,51,NA,NA,NA,310,NA,NA,NA,NA,8,7,2,NA,NA,9,3,NA,1,8,5,2,NA,NA,7,3,NA,1,7,2,NA,NA,5,781
181061734,4,2,1,2,28,3,1,PRODUCTO1,1,6,7,1,2,NA,7,1,2,NA,8,8,51,111,10,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,182
181061734,4,2,1,2,28,3,1,PRODUCTO2,2,6,6,3,NA,2,6,3,NA,2,6,6,112,NA,NA,NA,NA,310,311,NA,NA,NA,6,6,3,NA,2,6,3,NA,2,6,3,1,1,NA,6,3,NA,2,6,3,NA,2,4,182
181068223,4,2,1,2,39,3,2,PRODUCTO1,2,6,9,1,2,NA,8,1,1,NA,7,9,51,57,111,NA,NA,0,NA,NA,NA,NA,9,8,1,1,NA,9,1,1,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181068223,4,2,1,2,39,3,2,PRODUCTO2,1,3,5,3,NA,2,9,2,NA,NA,8,5,0,NA,NA,NA,NA,355,367,310,504,NA,4,4,3,NA,2,3,1,1,NA,9,1,1,2,NA,4,1,1,NA,4,1,1,NA,2,781
180971127,4,2,1,3,40,3,2,PRODUCTO1,2,7,8,2,NA,NA,8,2,NA,NA,9,9,51,275,280,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180971127,4,2,1,3,40,3,2,PRODUCTO2,1,6,6,1,1,NA,6,1,1,NA,6,6,87,NA,NA,NA,NA,355,390,NA,NA,NA,6,4,3,NA,2,6,1,1,NA,6,2,1,2,NA,6,1,2,NA,6,1,1,NA,2,781
180946581,4,2,2,3,32,3,1,PRODUCTO1,1,7,7,2,NA,NA,7,2,NA,NA,7,7,51,57,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,182
180946581,4,2,2,3,32,3,1,PRODUCTO2,2,5,6,1,2,NA,6,3,NA,1,6,6,111,NA,NA,NA,NA,355,NA,NA,NA,NA,6,6,1,2,NA,4,1,2,NA,6,5,3,NA,1,6,3,NA,1,6,3,NA,1,4,182
180945578,4,2,2,3,35,3,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,10,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180945578,4,2,2,3,35,3,2,PRODUCTO2,1,5,6,1,2,NA,7,3,NA,1,6,6,111,57,12,NA,NA,355,391,315,NA,NA,6,5,3,NA,2,6,1,2,NA,7,4,1,2,NA,6,1,2,NA,6,1,2,NA,4,781
181017248,17,2,2,3,35,3,1,PRODUCTO1,1,7,8,2,NA,NA,9,2,NA,NA,9,8,51,111,11,277,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181017248,17,2,2,3,35,3,1,PRODUCTO2,2,6,7,1,2,NA,8,2,NA,NA,8,8,111,86,275,NA,NA,355,NA,NA,NA,NA,8,9,2,NA,NA,7,1,2,NA,8,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180968739,4,2,2,3,31,3,2,PRODUCTO1,2,7,8,1,2,NA,9,2,NA,NA,9,9,51,111,113,NA,NA,0,NA,NA,NA,NA,9,9,1,1,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180968739,4,2,2,3,31,3,2,PRODUCTO2,1,4,5,3,NA,1,8,1,2,NA,4,4,113,NA,NA,NA,NA,362,412,707,390,NA,3,2,3,NA,2,2,1,1,NA,3,2,1,1,NA,2,3,NA,1,3,3,NA,1,3,781
180948514,4,2,1,3,15,2,2,PRODUCTO1,2,6,8,1,2,NA,9,1,2,NA,9,9,51,10,NA,NA,NA,0,NA,NA,NA,NA,8,3,3,NA,2,9,2,NA,NA,7,3,1,1,NA,6,3,NA,1,9,1,2,NA,5,182
180948514,4,2,1,3,15,2,2,PRODUCTO2,1,6,8,3,NA,2,9,3,NA,2,6,9,51,NA,NA,NA,NA,390,NA,NA,NA,NA,9,4,3,NA,2,8,3,NA,2,7,3,3,NA,2,7,3,NA,2,7,3,NA,2,5,182
181032183,17,2,1,3,40,3,1,PRODUCTO1,1,3,8,2,NA,NA,8,2,NA,NA,9,9,51,88,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,781
181032183,17,2,1,3,40,3,1,PRODUCTO2,2,5,8,2,NA,NA,7,3,NA,1,8,9,51,NA,NA,NA,NA,390,NA,NA,NA,NA,8,7,3,NA,2,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
180971952,4,2,2,3,40,3,2,PRODUCTO1,2,5,9,2,NA,NA,9,2,NA,NA,7,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,7,2,NA,NA,9,4,1,2,NA,9,2,NA,NA,8,2,NA,NA,5,781
180971952,4,2,2,3,40,3,2,PRODUCTO2,1,5,7,1,2,NA,9,1,2,NA,7,6,111,NA,NA,NA,NA,390,507,NA,NA,NA,6,4,3,NA,2,4,1,1,NA,6,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
180965562,4,2,2,3,21,2,1,PRODUCTO1,1,7,8,3,NA,2,9,3,NA,1,9,9,51,113,11,NA,NA,0,NA,NA,NA,NA,9,9,3,NA,1,9,3,NA,2,9,3,1,2,NA,9,2,NA,NA,9,2,NA,NA,5,182
180965562,4,2,2,3,21,2,1,PRODUCTO2,2,4,6,1,2,NA,6,1,2,NA,6,6,111,275,51,NA,NA,390,NA,NA,NA,NA,8,6,3,NA,2,8,3,NA,2,6,3,1,2,NA,8,1,2,NA,8,1,2,NA,3,182
181012061,4,2,1,2,22,2,2,PRODUCTO1,2,7,9,2,NA,NA,5,3,NA,1,9,9,51,113,203,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,2,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181012061,4,2,1,2,22,2,2,PRODUCTO2,1,5,5,3,NA,2,8,2,NA,NA,9,6,111,NA,NA,NA,NA,390,361,NA,NA,NA,6,3,3,NA,2,6,3,NA,1,4,2,2,NA,NA,8,2,NA,NA,7,3,NA,1,4,781
181065624,4,2,2,2,40,3,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,275,288,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181065624,4,2,2,2,40,3,2,PRODUCTO2,1,6,6,1,2,NA,8,1,2,NA,8,8,275,288,NA,NA,NA,390,NA,NA,NA,NA,6,6,3,NA,1,8,2,NA,NA,8,4,1,2,NA,8,1,2,NA,8,1,2,NA,4,781
181109760,4,2,1,2,34,3,1,PRODUCTO1,1,6,8,3,NA,2,6,3,NA,2,8,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,8,8,1,2,NA,8,1,2,NA,8,4,3,NA,2,8,1,2,NA,8,1,2,NA,5,182
181109760,4,2,1,2,34,3,1,PRODUCTO2,2,2,2,1,1,NA,7,1,1,NA,8,6,57,51,NA,NA,NA,391,NA,NA,NA,NA,8,5,1,1,NA,2,1,1,NA,5,4,1,1,NA,8,3,NA,2,8,1,1,NA,4,182
181016387,17,2,2,3,28,3,2,PRODUCTO1,2,5,8,2,NA,NA,8,2,NA,NA,8,8,51,111,88,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181016387,17,2,2,3,28,3,2,PRODUCTO2,1,5,6,1,2,NA,6,1,2,NA,6,6,113,57,51,NA,NA,391,NA,NA,NA,NA,6,7,1,2,NA,6,1,2,NA,6,2,1,2,NA,6,1,2,NA,6,1,2,NA,4,781
180972202,4,2,1,3,38,3,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,9,9,51,113,111,288,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,9,5,3,NA,2,9,2,NA,NA,9,2,NA,NA,5,182
180972202,4,2,1,3,38,3,1,PRODUCTO2,2,3,4,1,1,NA,4,3,NA,2,4,6,288,NA,NA,NA,NA,392,355,NA,NA,NA,6,3,1,1,NA,6,1,1,NA,4,2,1,1,NA,4,1,1,NA,6,1,1,NA,2,182
181070628,4,2,1,2,27,3,2,PRODUCTO1,2,7,9,3,NA,1,8,2,NA,NA,8,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,7,2,NA,NA,5,781
181070628,4,2,1,2,27,3,2,PRODUCTO2,1,5,7,1,2,NA,8,1,2,NA,7,6,57,51,NA,NA,NA,412,355,NA,NA,NA,5,6,1,1,NA,5,1,2,NA,5,3,1,2,NA,4,1,1,NA,5,1,1,NA,3,781
181032087,17,2,2,3,17,2,2,PRODUCTO1,2,6,7,3,NA,1,8,2,NA,NA,9,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,3,NA,1,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,4,781
181032087,17,2,2,3,17,2,2,PRODUCTO2,1,5,4,3,NA,2,5,1,2,NA,5,6,111,NA,NA,NA,NA,507,390,NA,NA,NA,6,5,3,NA,1,6,3,NA,1,6,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,3,781
180962524,4,2,1,3,39,3,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,115,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,1,2,NA,8,2,NA,NA,9,2,NA,NA,5,781
180962524,4,2,1,3,39,3,2,PRODUCTO2,1,5,6,1,2,NA,6,1,2,NA,6,7,51,86,201,NA,NA,703,NA,NA,NA,NA,7,8,3,NA,1,8,1,2,NA,8,3,1,2,NA,7,1,2,NA,7,1,2,NA,4,781
181071574,4,2,1,2,35,3,2,PRODUCTO1,2,6,7,1,1,NA,8,2,NA,NA,9,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,2,NA,NA,8,3,1,2,NA,7,2,NA,NA,8,2,NA,NA,5,781
181071574,4,2,1,2,35,3,2,PRODUCTO2,1,5,7,3,NA,2,6,1,1,NA,7,7,51,117,111,NA,NA,703,NA,NA,NA,NA,7,7,2,NA,NA,6,1,2,NA,7,3,1,2,NA,7,1,1,NA,6,1,2,NA,4,781
181015721,17,2,2,3,28,3,2,PRODUCTO1,2,6,7,2,NA,NA,9,2,NA,NA,9,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181015721,17,2,2,3,28,3,2,PRODUCTO2,1,6,7,2,NA,NA,7,1,2,NA,8,7,111,87,NA,NA,NA,703,NA,NA,NA,NA,7,6,3,NA,2,7,1,2,NA,6,4,1,2,NA,7,2,NA,NA,6,1,2,NA,4,781
181116571,4,2,2,2,37,3,2,PRODUCTO1,2,6,8,2,NA,NA,8,2,NA,NA,8,8,51,86,111,115,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,182
181116571,4,2,2,2,37,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,59,87,115,NA,NA,705,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,182
180977519,4,2,1,3,15,2,2,PRODUCTO1,2,7,7,2,NA,NA,9,2,NA,NA,6,7,51,275,NA,NA,NA,0,NA,NA,NA,NA,8,6,1,2,NA,9,2,NA,NA,7,5,3,NA,1,8,2,NA,NA,7,3,NA,2,5,781
180977519,4,2,1,3,15,2,2,PRODUCTO2,1,4,6,1,2,NA,6,1,2,NA,6,6,51,111,NA,NA,NA,708,NA,NA,NA,NA,6,7,2,NA,NA,9,1,2,NA,8,5,3,NA,1,7,2,NA,NA,8,3,NA,2,4,781
181063796,4,2,2,2,35,3,2,PRODUCTO1,2,5,6,1,2,NA,5,1,2,NA,6,8,51,111,275,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181063796,4,2,2,2,35,3,2,PRODUCTO2,1,4,4,1,2,NA,6,1,2,NA,5,6,111,12,NA,NA,NA,708,NA,NA,NA,NA,6,7,2,NA,NA,4,1,2,NA,5,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181067299,4,2,2,2,28,3,2,PRODUCTO1,2,6,9,2,NA,NA,9,2,NA,NA,8,8,57,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181067299,4,2,2,2,28,3,2,PRODUCTO2,1,6,8,2,NA,NA,9,2,NA,NA,9,9,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181060052,4,2,1,2,32,3,2,PRODUCTO1,2,6,7,3,NA,1,7,3,NA,1,7,8,57,51,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,7,2,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,781
181060052,4,2,1,2,32,3,2,PRODUCTO2,1,5,6,3,NA,1,6,1,2,NA,7,7,51,56,303,117,NA,703,NA,NA,NA,NA,7,7,3,NA,1,7,3,NA,1,7,3,1,2,NA,7,1,2,NA,7,1,2,NA,5,781
181066920,4,2,1,2,28,3,1,PRODUCTO1,1,5,7,2,NA,NA,9,1,2,NA,9,9,59,11,111,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,6,3,NA,1,9,2,NA,NA,5,781
181066920,4,2,1,2,28,3,1,PRODUCTO2,2,7,8,1,2,NA,9,3,NA,2,9,9,51,56,111,NA,NA,0,NA,NA,NA,NA,9,7,1,2,NA,9,3,NA,2,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181072701,4,2,2,2,18,2,2,PRODUCTO1,2,7,9,2,NA,NA,8,2,NA,NA,9,9,59,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,3,NA,1,9,2,NA,NA,5,781
181072701,4,2,2,2,18,2,2,PRODUCTO2,1,6,8,3,NA,1,9,2,NA,NA,9,9,51,57,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,3,2,NA,NA,8,3,NA,1,9,2,NA,NA,5,781
181018225,17,2,1,3,15,2,1,PRODUCTO1,1,5,8,3,NA,2,7,3,NA,2,7,9,59,111,NA,NA,NA,0,NA,NA,NA,NA,8,7,1,1,NA,8,3,NA,2,9,5,1,1,NA,8,3,NA,2,9,3,NA,1,5,781
181018225,17,2,1,3,15,2,1,PRODUCTO2,2,5,8,3,NA,2,8,3,NA,2,8,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,7,1,1,NA,9,3,NA,2,8,5,3,NA,2,6,3,NA,2,7,3,NA,1,4,781
