sbj_num,formula,overall_liking_score,atributo,nivel,producto
181017248,182,8,textura,JAR,Churritos Prueba
181017248,182,8,porosidad,JAR,Churritos Prueba
180968739,182,4,olor,TM,Churritos Prueba
180968739,182,4,color,TL,Churritos Prueba
180968739,182,4,sal,TM,Churritos Prueba
180968739,182,4,queso,TL,Churritos Prueba
180968739,182,4,crujiente,TL,Churritos Prueba
180968739,182,4,textura,TM,Churritos Prueba
180968739,182,4,porosidad,TM,Churritos Prueba
180948514,182,9,olor,TM,Churritos Prueba
180948514,182,9,color,TM,Churritos Prueba
180948514,182,9,sal,TM,Churritos Prueba
180948514,182,9,queso,TM,Churritos Prueba
180948514,182,9,crujiente,TM,Churritos Prueba
180948514,182,9,textura,TM,Churritos Prueba
180948514,182,9,porosidad,TM,Churritos Prueba
181032183,182,9,olor,JAR,Churritos Prueba
181032183,182,9,color,JAR,Churritos Prueba
181032183,182,9,sal,JAR,Churritos Prueba
181032183,182,9,queso,JAR,Churritos Prueba
181032183,182,9,crujiente,JAR,Churritos Prueba
181032183,182,9,textura,JAR,Churritos Prueba
181032183,182,9,porosidad,JAR,Churritos Prueba
180971952,182,6,olor,TL,Churritos Prueba
180971952,182,6,color,TL,Churritos Prueba
180971952,182,6,sal,TM,Churritos Prueba
180971952,182,6,queso,TL,Churritos Prueba
180971952,182,6,crujiente,JAR,Churritos Prueba
180971952,182,6,textura,JAR,Churritos Prueba
180971952,182,6,porosidad,JAR,Churritos Prueba
180965562,182,9,olor,TM,Churritos Prueba
180965562,182,9,color,TM,Churritos Prueba
180965562,182,9,sal,TM,Churritos Prueba
180965562,182,9,queso,TM,Churritos Prueba
180965562,182,9,crujiente,TL,Churritos Prueba
180965562,182,9,textura,JAR,Churritos Prueba
180965562,182,9,porosidad,JAR,Churritos Prueba
181012061,182,6,olor,TM,Churritos Prueba
181012061,182,6,color,JAR,Churritos Prueba
181012061,182,6,sal,TM,Churritos Prueba
181012061,182,6,queso,TM,Churritos Prueba
181012061,182,6,crujiente,JAR,Churritos Prueba
181012061,182,6,textura,TM,Churritos Prueba
181012061,182,6,porosidad,JAR,Churritos Prueba
181065624,182,8,olor,TL,Churritos Prueba
181065624,182,8,color,TL,Churritos Prueba
181065624,182,8,sal,TM,Churritos Prueba
181065624,182,8,queso,JAR,Churritos Prueba
181065624,182,8,crujiente,TL,Churritos Prueba
181065624,182,8,textura,TL,Churritos Prueba
181065624,182,8,porosidad,TL,Churritos Prueba
181109760,182,8,olor,TM,Churritos Prueba
181109760,182,8,color,TM,Churritos Prueba
181109760,182,8,sal,TL,Churritos Prueba
181109760,182,8,queso,TL,Churritos Prueba
181109760,182,8,crujiente,TM,Churritos Prueba
181109760,182,8,textura,TL,Churritos Prueba
181109760,182,8,porosidad,TL,Churritos Prueba
181016387,182,6,olor,TL,Churritos Prueba
181016387,182,6,color,TL,Churritos Prueba
181016387,182,6,sal,TL,Churritos Prueba
181016387,182,6,queso,TL,Churritos Prueba
181016387,182,6,crujiente,TL,Churritos Prueba
181016387,182,6,textura,TL,Churritos Prueba
181016387,182,6,porosidad,TL,Churritos Prueba
180972202,182,9,olor,JAR,Churritos Prueba
180972202,182,9,color,JAR,Churritos Prueba
180972202,182,9,sal,JAR,Churritos Prueba
180972202,182,9,queso,JAR,Churritos Prueba
180972202,182,9,crujiente,TM,Churritos Prueba
180972202,182,9,textura,JAR,Churritos Prueba
180972202,182,9,porosidad,JAR,Churritos Prueba
181070628,182,6,olor,TL,Churritos Prueba
181070628,182,6,color,TL,Churritos Prueba
181070628,182,6,sal,TL,Churritos Prueba
181070628,182,6,queso,TL,Churritos Prueba
181070628,182,6,crujiente,TL,Churritos Prueba
181070628,182,6,textura,TL,Churritos Prueba
181070628,182,6,porosidad,TL,Churritos Prueba
181032087,182,6,olor,TM,Churritos Prueba
181032087,182,6,color,TL,Churritos Prueba
181032087,182,6,sal,TM,Churritos Prueba
181032087,182,6,queso,TM,Churritos Prueba
181032087,182,6,crujiente,JAR,Churritos Prueba
181032087,182,6,textura,JAR,Churritos Prueba
181032087,182,6,porosidad,JAR,Churritos Prueba
180962524,182,7,olor,TL,Churritos Prueba
180962524,182,7,color,TL,Churritos Prueba
180962524,182,7,sal,TM,Churritos Prueba
180962524,182,7,queso,TL,Churritos Prueba
180962524,182,7,crujiente,TL,Churritos Prueba
180962524,182,7,textura,TL,Churritos Prueba
180962524,182,7,porosidad,TL,Churritos Prueba
181071574,182,7,olor,TM,Churritos Prueba
181071574,182,7,color,TL,Churritos Prueba
181071574,182,7,sal,JAR,Churritos Prueba
181071574,182,7,queso,TL,Churritos Prueba
181071574,182,7,crujiente,TL,Churritos Prueba
181071574,182,7,textura,TL,Churritos Prueba
181071574,182,7,porosidad,TL,Churritos Prueba
181015721,182,7,olor,JAR,Churritos Prueba
181015721,182,7,color,TL,Churritos Prueba
181015721,182,7,sal,TM,Churritos Prueba
181015721,182,7,queso,TL,Churritos Prueba
181015721,182,7,crujiente,TL,Churritos Prueba
181015721,182,7,textura,TL,Churritos Prueba
181015721,182,7,porosidad,JAR,Churritos Prueba
181116571,182,9,olor,JAR,Churritos Prueba
181116571,182,9,color,JAR,Churritos Prueba
181116571,182,9,sal,JAR,Churritos Prueba
181116571,182,9,queso,JAR,Churritos Prueba
181116571,182,9,crujiente,JAR,Churritos Prueba
181116571,182,9,textura,JAR,Churritos Prueba
181116571,182,9,porosidad,JAR,Churritos Prueba
180977519,182,6,olor,TL,Churritos Prueba
180977519,182,6,color,TL,Churritos Prueba
180977519,182,6,sal,JAR,Churritos Prueba
180977519,182,6,queso,TL,Churritos Prueba
180977519,182,6,crujiente,TM,Churritos Prueba
180977519,182,6,textura,TM,Churritos Prueba
180977519,182,6,porosidad,JAR,Churritos Prueba
181063796,182,6,olor,TL,Churritos Prueba
181063796,182,6,color,TL,Churritos Prueba
181063796,182,6,sal,JAR,Churritos Prueba
181063796,182,6,queso,TL,Churritos Prueba
181063796,182,6,crujiente,JAR,Churritos Prueba
181063796,182,6,textura,JAR,Churritos Prueba
181063796,182,6,porosidad,JAR,Churritos Prueba
181067299,182,9,olor,JAR,Churritos Prueba
181067299,182,9,color,JAR,Churritos Prueba
181067299,182,9,sal,JAR,Churritos Prueba
181067299,182,9,queso,JAR,Churritos Prueba
181067299,182,9,crujiente,JAR,Churritos Prueba
181067299,182,9,textura,JAR,Churritos Prueba
181067299,182,9,porosidad,JAR,Churritos Prueba
181060052,182,7,olor,TM,Churritos Prueba
181060052,182,7,color,TL,Churritos Prueba
181060052,182,7,sal,TM,Churritos Prueba
181060052,182,7,queso,TM,Churritos Prueba
181060052,182,7,crujiente,TL,Churritos Prueba
181060052,182,7,textura,TL,Churritos Prueba
181060052,182,7,porosidad,TL,Churritos Prueba
181066920,182,9,olor,JAR,Churritos Prueba
181066920,182,9,color,TL,Churritos Prueba
181066920,182,9,sal,JAR,Churritos Prueba
181066920,182,9,queso,JAR,Churritos Prueba
181066920,182,9,crujiente,JAR,Churritos Prueba
181066920,182,9,textura,JAR,Churritos Prueba
181066920,182,9,porosidad,TM,Churritos Prueba
181072701,182,9,olor,TM,Churritos Prueba
181072701,182,9,color,JAR,Churritos Prueba
181072701,182,9,sal,JAR,Churritos Prueba
181072701,182,9,queso,JAR,Churritos Prueba
181072701,182,9,crujiente,JAR,Churritos Prueba
181072701,182,9,textura,JAR,Churritos Prueba
181072701,182,9,porosidad,TM,Churritos Prueba
181018225,182,9,olor,TM,Churritos Prueba
181018225,182,9,color,TM,Churritos Prueba
181018225,182,9,sal,TL,Churritos Prueba
181018225,182,9,queso,TM,Churritos Prueba
181018225,182,9,crujiente,TL,Churritos Prueba
181018225,182,9,textura,TM,Churritos Prueba
181018225,182,9,porosidad,TM,Churritos Prueba
181062122,182,6,olor,TL,Churritos Prueba
181062122,182,6,color,TL,Churritos Prueba
181062122,182,6,sal,JAR,Churritos Prueba
181062122,182,6,queso,JAR,Churritos Prueba
181062122,182,6,crujiente,JAR,Churritos Prueba
181062122,182,6,textura,TL,Churritos Prueba
181062122,182,6,porosidad,TM,Churritos Prueba
181068939,182,9,olor,JAR,Churritos Prueba
181068939,182,9,color,JAR,Churritos Prueba
181068939,182,9,sal,JAR,Churritos Prueba
181068939,182,9,queso,JAR,Churritos Prueba
181068939,182,9,crujiente,JAR,Churritos Prueba
181068939,182,9,textura,JAR,Churritos Prueba
181068939,182,9,porosidad,JAR,Churritos Prueba
181058699,182,9,olor,JAR,Churritos Prueba
181058699,182,9,color,JAR,Churritos Prueba
181058699,182,9,sal,JAR,Churritos Prueba
181058699,182,9,queso,JAR,Churritos Prueba
181058699,182,9,crujiente,JAR,Churritos Prueba
181058699,182,9,textura,JAR,Churritos Prueba
181058699,182,9,porosidad,JAR,Churritos Prueba
180965561,182,6,olor,TL,Churritos Prueba
180965561,182,6,color,TL,Churritos Prueba
180965561,182,6,sal,TM,Churritos Prueba
180965561,182,6,queso,TL,Churritos Prueba
180965561,182,6,crujiente,TL,Churritos Prueba
180965561,182,6,textura,TL,Churritos Prueba
180965561,182,6,porosidad,TL,Churritos Prueba
181160042,182,6,olor,TL,Churritos Prueba
181160042,182,6,color,TL,Churritos Prueba
181160042,182,6,sal,JAR,Churritos Prueba
181160042,182,6,queso,TL,Churritos Prueba
181160042,182,6,crujiente,TL,Churritos Prueba
181160042,182,6,textura,TL,Churritos Prueba
181160042,182,6,porosidad,TM,Churritos Prueba
181058782,182,9,olor,TM,Churritos Prueba
181058782,182,9,color,TM,Churritos Prueba
181058782,182,9,sal,JAR,Churritos Prueba
181058782,182,9,queso,JAR,Churritos Prueba
181058782,182,9,crujiente,TM,Churritos Prueba
181058782,182,9,textura,TM,Churritos Prueba
181058782,182,9,porosidad,JAR,Churritos Prueba
180948426,182,3,olor,TM,Churritos Prueba
180948426,182,3,color,TM,Churritos Prueba
180948426,182,3,sal,TM,Churritos Prueba
180948426,182,3,queso,TL,Churritos Prueba
180948426,182,3,crujiente,TL,Churritos Prueba
180948426,182,3,textura,TL,Churritos Prueba
180948426,182,3,porosidad,TL,Churritos Prueba
180966093,182,6,olor,TL,Churritos Prueba
180966093,182,6,color,TL,Churritos Prueba
180966093,182,6,sal,TL,Churritos Prueba
180966093,182,6,queso,TL,Churritos Prueba
180966093,182,6,crujiente,TL,Churritos Prueba
180966093,182,6,textura,TL,Churritos Prueba
180966093,182,6,porosidad,TL,Churritos Prueba
181113246,182,8,olor,JAR,Churritos Prueba
181113246,182,8,color,JAR,Churritos Prueba
181113246,182,8,sal,JAR,Churritos Prueba
181113246,182,8,queso,JAR,Churritos Prueba
181113246,182,8,crujiente,JAR,Churritos Prueba
181113246,182,8,textura,JAR,Churritos Prueba
181113246,182,8,porosidad,JAR,Churritos Prueba
181030282,182,7,olor,TL,Churritos Prueba
181030282,182,7,color,TM,Churritos Prueba
181030282,182,7,sal,JAR,Churritos Prueba
181030282,182,7,queso,JAR,Churritos Prueba
181030282,182,7,crujiente,JAR,Churritos Prueba
181030282,182,7,textura,JAR,Churritos Prueba
181030282,182,7,porosidad,JAR,Churritos Prueba
181021876,182,9,olor,JAR,Churritos Prueba
181021876,182,9,color,JAR,Churritos Prueba
181021876,182,9,sal,JAR,Churritos Prueba
181021876,182,9,queso,JAR,Churritos Prueba
181021876,182,9,crujiente,JAR,Churritos Prueba
181021876,182,9,textura,JAR,Churritos Prueba
181021876,182,9,porosidad,JAR,Churritos Prueba
180946429,182,9,olor,JAR,Churritos Prueba
180946429,182,9,color,JAR,Churritos Prueba
180946429,182,9,sal,JAR,Churritos Prueba
180946429,182,9,queso,JAR,Churritos Prueba
180946429,182,9,crujiente,JAR,Churritos Prueba
180946429,182,9,textura,JAR,Churritos Prueba
180946429,182,9,porosidad,JAR,Churritos Prueba
180949003,182,8,olor,JAR,Churritos Prueba
180949003,182,8,color,JAR,Churritos Prueba
180949003,182,8,sal,JAR,Churritos Prueba
180949003,182,8,queso,JAR,Churritos Prueba
180949003,182,8,crujiente,TM,Churritos Prueba
180949003,182,8,textura,JAR,Churritos Prueba
180949003,182,8,porosidad,JAR,Churritos Prueba
181126095,182,8,olor,TL,Churritos Prueba
181126095,182,8,color,JAR,Churritos Prueba
181126095,182,8,sal,JAR,Churritos Prueba
181126095,182,8,queso,JAR,Churritos Prueba
181126095,182,8,crujiente,JAR,Churritos Prueba
181126095,182,8,textura,JAR,Churritos Prueba
181126095,182,8,porosidad,JAR,Churritos Prueba
181021657,182,7,olor,TM,Churritos Prueba
181021657,182,7,color,TL,Churritos Prueba
181021657,182,7,sal,TL,Churritos Prueba
181021657,182,7,queso,TL,Churritos Prueba
181021657,182,7,crujiente,TL,Churritos Prueba
181021657,182,7,textura,JAR,Churritos Prueba
181021657,182,7,porosidad,JAR,Churritos Prueba
181011981,182,2,olor,TM,Churritos Prueba
181011981,182,2,color,TL,Churritos Prueba
181011981,182,2,sal,TM,Churritos Prueba
181011981,182,2,queso,TM,Churritos Prueba
181011981,182,2,crujiente,TM,Churritos Prueba
181011981,182,2,textura,TL,Churritos Prueba
181011981,182,2,porosidad,TM,Churritos Prueba
181125311,182,7,olor,TL,Churritos Prueba
181125311,182,7,color,TL,Churritos Prueba
181125311,182,7,sal,JAR,Churritos Prueba
181125311,182,7,queso,JAR,Churritos Prueba
181125311,182,7,crujiente,JAR,Churritos Prueba
181125311,182,7,textura,JAR,Churritos Prueba
181125311,182,7,porosidad,JAR,Churritos Prueba
180969098,182,9,olor,TL,Churritos Prueba
180969098,182,9,color,TL,Churritos Prueba
180969098,182,9,sal,JAR,Churritos Prueba
180969098,182,9,queso,TL,Churritos Prueba
180969098,182,9,crujiente,TM,Churritos Prueba
180969098,182,9,textura,TL,Churritos Prueba
180969098,182,9,porosidad,TM,Churritos Prueba
181070259,182,9,olor,TL,Churritos Prueba
181070259,182,9,color,TL,Churritos Prueba
181070259,182,9,sal,TL,Churritos Prueba
181070259,182,9,queso,TL,Churritos Prueba
181070259,182,9,crujiente,TL,Churritos Prueba
181070259,182,9,textura,TL,Churritos Prueba
181070259,182,9,porosidad,TL,Churritos Prueba
181069422,182,9,olor,JAR,Churritos Prueba
181069422,182,9,color,JAR,Churritos Prueba
181069422,182,9,sal,JAR,Churritos Prueba
181069422,182,9,queso,JAR,Churritos Prueba
181069422,182,9,crujiente,JAR,Churritos Prueba
181069422,182,9,textura,JAR,Churritos Prueba
181069422,182,9,porosidad,JAR,Churritos Prueba
181071554,182,9,olor,JAR,Churritos Prueba
181071554,182,9,color,JAR,Churritos Prueba
181071554,182,9,sal,JAR,Churritos Prueba
181071554,182,9,queso,JAR,Churritos Prueba
181071554,182,9,crujiente,JAR,Churritos Prueba
181071554,182,9,textura,JAR,Churritos Prueba
181071554,182,9,porosidad,JAR,Churritos Prueba
181066475,182,9,olor,TM,Churritos Prueba
181066475,182,9,color,TM,Churritos Prueba
181066475,182,9,sal,TL,Churritos Prueba
181066475,182,9,queso,TM,Churritos Prueba
181066475,182,9,crujiente,TM,Churritos Prueba
181066475,182,9,textura,TM,Churritos Prueba
181066475,182,9,porosidad,TM,Churritos Prueba
181111222,182,7,olor,JAR,Churritos Prueba
181111222,182,7,color,JAR,Churritos Prueba
181111222,182,7,sal,JAR,Churritos Prueba
181111222,182,7,queso,JAR,Churritos Prueba
181111222,182,7,crujiente,TL,Churritos Prueba
181111222,182,7,textura,JAR,Churritos Prueba
181111222,182,7,porosidad,JAR,Churritos Prueba
181058698,182,7,olor,TL,Churritos Prueba
181058698,182,7,color,TL,Churritos Prueba
181058698,182,7,sal,TL,Churritos Prueba
181058698,182,7,queso,TL,Churritos Prueba
181058698,182,7,crujiente,TL,Churritos Prueba
181058698,182,7,textura,TL,Churritos Prueba
181058698,182,7,porosidad,TL,Churritos Prueba
180948439,182,9,olor,JAR,Churritos Prueba
180948439,182,9,color,JAR,Churritos Prueba
180948439,182,9,sal,JAR,Churritos Prueba
180948439,182,9,queso,JAR,Churritos Prueba
180948439,182,9,crujiente,JAR,Churritos Prueba
180948439,182,9,textura,JAR,Churritos Prueba
180948439,182,9,porosidad,JAR,Churritos Prueba
180966428,182,9,olor,TM,Churritos Prueba
180966428,182,9,color,JAR,Churritos Prueba
180966428,182,9,sal,JAR,Churritos Prueba
180966428,182,9,queso,JAR,Churritos Prueba
180966428,182,9,crujiente,JAR,Churritos Prueba
180966428,182,9,textura,JAR,Churritos Prueba
180966428,182,9,porosidad,JAR,Churritos Prueba
180966956,182,9,olor,TL,Churritos Prueba
180966956,182,9,color,TM,Churritos Prueba
180966956,182,9,sal,TL,Churritos Prueba
180966956,182,9,queso,JAR,Churritos Prueba
180966956,182,9,crujiente,JAR,Churritos Prueba
180966956,182,9,textura,JAR,Churritos Prueba
180966956,182,9,porosidad,JAR,Churritos Prueba
180966427,182,9,olor,JAR,Churritos Prueba
180966427,182,9,color,JAR,Churritos Prueba
180966427,182,9,sal,JAR,Churritos Prueba
180966427,182,9,queso,JAR,Churritos Prueba
180966427,182,9,crujiente,JAR,Churritos Prueba
180966427,182,9,textura,JAR,Churritos Prueba
180966427,182,9,porosidad,JAR,Churritos Prueba
181032089,182,9,olor,JAR,Churritos Prueba
181032089,182,9,color,JAR,Churritos Prueba
181032089,182,9,sal,JAR,Churritos Prueba
181032089,182,9,queso,JAR,Churritos Prueba
181032089,182,9,crujiente,JAR,Churritos Prueba
181032089,182,9,textura,JAR,Churritos Prueba
181032089,182,9,porosidad,JAR,Churritos Prueba
181031856,182,9,olor,JAR,Churritos Prueba
181031856,182,9,color,JAR,Churritos Prueba
181031856,182,9,sal,JAR,Churritos Prueba
181031856,182,9,queso,JAR,Churritos Prueba
181031856,182,9,crujiente,JAR,Churritos Prueba
181031856,182,9,textura,JAR,Churritos Prueba
181031856,182,9,porosidad,JAR,Churritos Prueba
180969134,182,8,olor,JAR,Churritos Prueba
180969134,182,8,color,JAR,Churritos Prueba
180969134,182,8,sal,JAR,Churritos Prueba
180969134,182,8,queso,JAR,Churritos Prueba
180969134,182,8,crujiente,JAR,Churritos Prueba
180969134,182,8,textura,JAR,Churritos Prueba
180969134,182,8,porosidad,JAR,Churritos Prueba
180965563,182,9,olor,JAR,Churritos Prueba
180965563,182,9,color,JAR,Churritos Prueba
180965563,182,9,sal,JAR,Churritos Prueba
180965563,182,9,queso,JAR,Churritos Prueba
180965563,182,9,crujiente,JAR,Churritos Prueba
180965563,182,9,textura,JAR,Churritos Prueba
180965563,182,9,porosidad,JAR,Churritos Prueba
181064839,182,7,olor,TL,Churritos Prueba
181064839,182,7,color,TL,Churritos Prueba
181064839,182,7,sal,TL,Churritos Prueba
181064839,182,7,queso,TL,Churritos Prueba
181064839,182,7,crujiente,TL,Churritos Prueba
181064839,182,7,textura,TL,Churritos Prueba
181064839,182,7,porosidad,TL,Churritos Prueba
180962636,182,6,olor,JAR,Churritos Prueba
180962636,182,6,color,TL,Churritos Prueba
180962636,182,6,sal,TM,Churritos Prueba
180962636,182,6,queso,TL,Churritos Prueba
180962636,182,6,crujiente,TL,Churritos Prueba
180962636,182,6,textura,TL,Churritos Prueba
180962636,182,6,porosidad,TL,Churritos Prueba
180968696,182,4,olor,JAR,Churritos Prueba
180968696,182,4,color,JAR,Churritos Prueba
180968696,182,4,sal,JAR,Churritos Prueba
180968696,182,4,queso,JAR,Churritos Prueba
180968696,182,4,crujiente,JAR,Churritos Prueba
180968696,182,4,textura,JAR,Churritos Prueba
180968696,182,4,porosidad,TL,Churritos Prueba
181063043,182,5,olor,JAR,Churritos Prueba
181063043,182,5,color,TL,Churritos Prueba
181063043,182,5,sal,TM,Churritos Prueba
181063043,182,5,queso,TM,Churritos Prueba
181063043,182,5,crujiente,TL,Churritos Prueba
181063043,182,5,textura,TL,Churritos Prueba
181063043,182,5,porosidad,TL,Churritos Prueba
180971798,182,6,olor,JAR,Churritos Prueba
180971798,182,6,color,TL,Churritos Prueba
180971798,182,6,sal,TM,Churritos Prueba
180971798,182,6,queso,JAR,Churritos Prueba
180971798,182,6,crujiente,JAR,Churritos Prueba
